employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
25264,Operations,region_7,Master's & above,f,other,3,37,5,11,1,0,61,1
56144,Finance,region_22,Bachelor's,m,other,1,28,3,6,0,0,70,1
56310,HR,region_2,Bachelor's,f,other,1,31,5,6,1,1,91,1
37109,Operations,region_15,Master's & above,m,other,1,54,5,16,1,0,97,1
7054,Technology,region_7,Master's & above,m,other,1,36,5,3,1,0,85,1
5969,Analytics,region_2,Bachelor's,m,other,1,31,3,7,0,0,83,1
66483,Sales & Marketing,region_1,Bachelor's,m,other,1,39,5,8,1,0,52,1
25041,HR,region_22,Bachelor's,f,referred,1,28,2,2,1,0,52,1
37833,Legal,region_22,Bachelor's,m,other,1,31,1,5,1,0,59,0
12269,Sales & Marketing,region_16,Bachelor's,m,other,1,52,1,8,0,0,49,0
17517,Sales & Marketing,region_17,Bachelor's,m,other,1,46,3,18,0,0,50,0
63836,HR,region_28,Master's & above,f,other,1,32,5,4,1,0,53,0
7275,Sales & Marketing,region_7,Master's & above,f,other,2,40,5,6,0,0,47,0
38120,Procurement,region_1,Bachelor's,f,sourcing,1,32,2,6,0,0,69,0
70312,Procurement,region_7,Master's & above,f,sourcing,1,49,3,9,1,0,95,1
62310,Analytics,region_22,Bachelor's,m,sourcing,2,28,5,4,1,0,86,0
23037,Sales & Marketing,region_7,Bachelor's,m,other,1,31,4,3,1,0,54,1
65391,Finance,region_2,Below Secondary,m,sourcing,3,24,4,2,0,0,60,0
67445,Sales & Marketing,region_22,Bachelor's,m,other,6,26,2,3,0,0,46,0
60141,Operations,region_31,Bachelor's,f,other,1,36,5,9,1,0,59,1
73692,Operations,region_2,Bachelor's,m,sourcing,2,44,5,16,0,0,73,1
66170,Technology,region_2,Master's & above,f,other,1,59,4,19,1,0,83,1
39598,HR,region_4,Bachelor's,m,sourcing,1,27,3,4,1,0,52,1
71395,Sales & Marketing,region_23,Master's & above,m,other,1,36,4,2,1,0,48,1
33001,HR,region_7,Master's & above,f,other,1,50,5,19,0,0,51,0
54716,Operations,region_16,Bachelor's,f,other,1,31,5,4,1,0,57,1
15609,Analytics,region_27,Bachelor's,m,sourcing,1,29,4,2,1,0,83,1
70248,Technology,region_7,Master's & above,m,sourcing,1,50,2,6,0,0,83,0
51957,Operations,region_20,Master's & above,m,sourcing,1,33,2,3,1,0,59,1
64937,Technology,region_26,Bachelor's,f,other,1,27,5,3,1,0,85,1
58432,Operations,region_2,Master's & above,f,sourcing,1,41,4,9,0,1,93,1
76669,R&D,region_22,Bachelor's,m,sourcing,2,28,5,3,1,0,83,1
9106,Legal,region_22,Bachelor's,m,referred,1,31,1,6,1,0,56,1
69309,Sales & Marketing,region_2,Bachelor's,m,other,2,36,4,8,1,0,42,1
3095,Sales & Marketing,region_29,Bachelor's,m,other,1,27,1,4,0,0,47,0
57603,Procurement,region_22,Master's & above,m,sourcing,1,34,3,4,0,0,69,0
9191,Operations,region_2,Bachelor's,f,sourcing,3,24,5,2,1,0,58,0
42564,Operations,region_2,Master's & above,m,sourcing,1,37,5,2,1,0,60,0
27067,Procurement,region_2,Master's & above,f,other,1,53,2,12,1,0,70,1
43253,Sales & Marketing,region_19,Bachelor's,m,other,1,31,5,5,1,0,48,0
28964,Procurement,region_17,Bachelor's,f,other,1,33,5,7,1,0,92,1
38476,Sales & Marketing,region_2,Master's & above,m,other,3,40,1,12,0,0,43,0
27562,Technology,region_15,Master's & above,m,sourcing,1,32,4,6,1,0,81,1
50597,Operations,region_12,Bachelor's,f,other,1,31,3,4,1,0,61,1
56124,Technology,region_2,Below Secondary,m,sourcing,1,23,3,2,1,0,85,1
57903,Technology,region_7,Bachelor's,f,sourcing,1,32,5,3,1,0,74,1
70475,Procurement,region_11,Bachelor's,f,other,1,32,5,2,1,0,66,1
36817,Operations,region_11,Master's & above,f,other,2,39,3,7,1,0,56,1
8524,Sales & Marketing,region_2,Bachelor's,f,other,1,42,5,7,0,0,47,0
25503,Technology,region_7,Bachelor's,m,other,1,26,3,2,0,0,86,1
51059,Sales & Marketing,region_2,Bachelor's,m,other,1,29,5,4,0,0,58,1
29116,Procurement,region_33,Bachelor's,m,other,1,30,5,7,0,0,78,1
6751,Sales & Marketing,region_28,Master's & above,m,other,1,36,3,2,1,0,45,1
32417,Technology,region_7,Master's & above,f,sourcing,1,33,4,2,1,1,92,1
11887,Operations,region_15,Master's & above,f,other,1,47,3,7,0,0,58,0
25418,Procurement,region_11,Bachelor's,f,sourcing,1,31,4,2,1,0,69,0
3421,Operations,region_13,Bachelor's,m,sourcing,1,28,3,3,1,0,59,1
11545,Operations,region_31,Bachelor's,m,other,1,26,3,3,0,0,63,0
44769,Procurement,region_7,Bachelor's,f,other,1,41,4,10,1,0,69,0
17978,Sales & Marketing,region_13,Bachelor's,m,other,2,43,3,12,0,0,47,0
59609,Analytics,region_7,Bachelor's,m,sourcing,2,37,5,7,0,0,86,0
52561,Operations,region_31,Bachelor's,m,other,1,40,5,12,1,0,63,1
6129,HR,region_22,Master's & above,m,other,1,38,5,6,0,0,64,1
28187,Sales & Marketing,region_28,Master's & above,f,other,1,31,3,1,0,0,47,0
58229,Operations,region_19,Master's & above,m,sourcing,1,35,5,3,1,0,58,0
48070,Technology,region_7,Master's & above,f,sourcing,1,39,3,11,0,0,88,1
42400,Sales & Marketing,region_28,Master's & above,m,other,1,31,1,4,0,0,65,1
27080,Operations,region_4,Bachelor's,f,sourcing,1,34,3,5,0,0,73,1
77033,HR,region_22,Bachelor's,m,other,1,25,4,4,0,0,52,0
22622,Legal,region_2,Below Secondary,m,sourcing,1,27,5,3,0,0,75,1
52963,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,42,3,13,0,0,62,1
32605,Procurement,region_2,Bachelor's,m,other,2,40,5,2,1,0,71,1
48045,Sales & Marketing,region_5,Master's & above,m,other,1,36,3,9,0,0,52,0
70642,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,40,5,2,0,0,62,1
69773,Analytics,region_22,Bachelor's,m,other,1,31,5,3,1,0,83,1
2132,Sales & Marketing,region_23,Bachelor's,m,sourcing,2,31,5,8,1,0,51,1
70249,Technology,region_4,Master's & above,m,other,2,50,2,17,0,0,81,0
42403,Procurement,region_2,Bachelor's,f,sourcing,1,44,1,11,0,0,74,0
16304,Analytics,region_22,Bachelor's,m,sourcing,3,30,5,4,0,0,85,0
76117,Analytics,region_29,Master's & above,m,sourcing,1,37,3,8,0,0,81,1
35382,Operations,region_14,Bachelor's,m,other,1,32,4,2,1,0,60,0
56428,Operations,region_21,Bachelor's,f,sourcing,3,35,5,4,0,0,71,1
12324,Operations,region_14,Master's & above,m,sourcing,1,40,3,8,1,0,65,1
55943,Analytics,region_25,Bachelor's,m,other,1,28,3,4,0,0,88,1
24818,Sales & Marketing,region_2,Bachelor's,m,other,1,43,4,4,1,0,93,1
28298,Technology,region_22,Bachelor's,m,other,1,29,5,2,0,0,92,1
66372,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,32,5,2,1,0,46,0
7396,Operations,region_12,Bachelor's,f,other,2,34,1,9,1,0,95,1
47099,Operations,region_2,Master's & above,m,other,1,34,5,3,0,1,72,1
62002,Sales & Marketing,region_28,Master's & above,m,sourcing,1,43,4,3,0,1,59,1
69576,Technology,region_23,Bachelor's,m,sourcing,1,24,3,2,0,0,88,0
45403,Sales & Marketing,region_2,Bachelor's,m,other,2,26,4,3,1,0,49,1
44235,Operations,region_22,Bachelor's,m,referred,2,34,5,9,1,0,61,0
73715,Operations,region_4,Bachelor's,m,sourcing,1,41,5,5,1,0,61,1
75320,Analytics,region_22,Bachelor's,f,sourcing,2,28,5,5,1,0,89,1
36060,Procurement,region_13,Bachelor's,f,other,1,33,3,3,1,1,70,1
14387,Procurement,region_2,Bachelor's,m,other,3,25,5,2,0,0,80,1
34728,Technology,region_26,Master's & above,f,sourcing,1,40,1,5,0,0,76,0
15395,Sales & Marketing,region_2,Master's & above,m,referred,2,37,3,5,0,0,65,1
17299,Technology,region_2,Bachelor's,m,sourcing,3,31,3,7,0,0,81,0
32432,HR,region_2,Master's & above,m,other,2,43,5,13,0,0,60,1
23963,Sales & Marketing,region_22,Bachelor's,m,referred,1,25,3,2,1,1,91,1
34606,Operations,region_2,Bachelor's,m,sourcing,1,52,5,18,0,0,61,0
52286,Sales & Marketing,region_28,Master's & above,f,other,1,34,5,6,1,1,99,1
9410,Sales & Marketing,region_2,Bachelor's,f,other,1,29,3,3,1,0,52,0
39271,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,36,5,6,1,0,47,1
50818,Analytics,region_23,Master's & above,m,other,1,32,4,8,1,0,86,0
23079,Finance,region_23,Master's & above,m,other,1,34,4,7,0,0,70,1
7968,Procurement,region_13,Master's & above,f,other,1,36,5,8,1,0,67,1
35586,Technology,region_28,Bachelor's,f,other,1,31,3,5,0,0,83,0
25198,Sales & Marketing,region_16,Master's & above,m,sourcing,1,37,4,6,1,0,47,1
14924,Operations,region_12,Bachelor's,m,other,1,37,3,3,0,0,61,0
10881,Operations,region_26,Bachelor's,m,other,1,28,3,4,0,0,59,0
28588,Procurement,region_2,Master's & above,f,other,1,42,5,6,0,0,88,1
61337,Technology,region_22,Master's & above,m,other,2,43,4,11,1,0,89,1
66041,Technology,region_31,Master's & above,m,sourcing,2,33,5,8,0,0,89,1
39194,Operations,region_21,Bachelor's,m,other,1,42,5,7,1,0,57,0
68199,HR,region_22,Master's & above,m,sourcing,1,33,5,8,0,0,48,0
5484,Operations,region_7,Master's & above,f,other,1,34,3,9,0,0,57,0
26079,Technology,region_7,Master's & above,m,other,1,35,1,6,0,0,78,0
31650,Operations,region_22,Bachelor's,f,sourcing,1,26,5,4,1,0,61,0
55907,Procurement,region_24,Bachelor's,m,other,1,26,3,2,1,0,67,0
62225,Operations,region_15,Bachelor's,m,sourcing,1,36,4,8,1,0,56,1
54710,Operations,region_22,Bachelor's,m,sourcing,1,53,1,9,0,0,62,0
70153,Technology,region_26,Bachelor's,m,other,1,41,5,11,1,1,82,1
13395,Technology,region_4,Bachelor's,m,other,1,29,5,5,1,0,77,1
70378,Operations,region_19,Master's & above,m,sourcing,1,42,5,8,1,0,60,0
35572,Sales & Marketing,region_13,Bachelor's,m,other,1,36,4,7,0,0,54,0
59770,Procurement,region_7,Bachelor's,m,sourcing,1,28,5,2,1,0,69,1
75379,Operations,region_2,Master's & above,f,other,1,45,4,18,0,0,60,0
55400,Finance,region_2,Bachelor's,m,other,1,36,3,7,0,0,61,0
284,Sales & Marketing,region_2,Master's & above,f,other,4,57,1,6,0,0,50,0
31467,Procurement,region_2,Master's & above,m,sourcing,1,58,4,7,0,0,68,0
40966,Analytics,region_22,Bachelor's,m,referred,1,28,3,5,1,0,81,0
10606,Technology,region_26,Bachelor's,m,sourcing,2,34,4,3,1,0,77,0
47467,Sales & Marketing,region_31,Master's & above,m,sourcing,1,34,5,8,0,0,47,0
46768,Procurement,region_15,Master's & above,f,sourcing,1,34,2,6,1,0,69,1
57151,Operations,region_2,Bachelor's,f,sourcing,1,30,3,2,1,1,94,1
18035,Sales & Marketing,region_33,Bachelor's,m,other,1,31,4,5,0,0,54,0
62341,Sales & Marketing,region_13,Bachelor's,m,other,1,32,3,2,0,0,47,0
812,Analytics,region_32,Bachelor's,m,other,1,30,4,2,1,0,84,0
33886,Technology,region_13,Bachelor's,f,sourcing,1,39,5,12,0,0,81,0
24610,Legal,region_2,Master's & above,m,sourcing,1,37,4,4,1,0,60,0
65652,Operations,region_22,Bachelor's,f,sourcing,1,29,2,4,1,0,55,1
39906,Operations,region_22,Below Secondary,m,other,1,28,3,5,1,1,60,0
58996,Operations,region_22,Bachelor's,m,sourcing,2,31,5,7,1,0,60,1
23216,Procurement,region_13,Master's & above,f,other,1,34,5,7,1,0,74,1
64684,Sales & Marketing,region_7,Bachelor's,m,other,2,40,5,4,0,1,63,1
13255,Sales & Marketing,region_21,Bachelor's,m,other,1,25,3,2,0,0,50,0
45624,Analytics,region_31,Bachelor's,m,other,1,30,3,7,1,0,84,1
17935,Technology,region_17,Master's & above,m,other,1,42,3,13,1,0,78,1
69622,Operations,region_23,Bachelor's,f,sourcing,1,34,1,7,0,0,57,0
61039,Sales & Marketing,region_7,Master's & above,m,sourcing,2,34,4,3,0,0,67,1
54782,Sales & Marketing,region_2,Master's & above,m,sourcing,1,38,4,2,1,0,49,1
44997,Technology,region_31,Master's & above,f,other,1,34,3,4,0,0,79,0
77820,Operations,region_5,Bachelor's,m,sourcing,1,31,5,7,1,1,99,1
45729,Finance,region_26,Bachelor's,f,other,1,26,5,2,1,0,58,1
65379,Procurement,region_17,Bachelor's,f,sourcing,1,33,4,6,1,0,68,0
40624,HR,region_2,Below Secondary,m,sourcing,1,22,3,2,1,0,47,1
51288,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,35,4,4,1,0,47,1
17036,HR,region_26,Bachelor's,m,other,1,30,3,5,1,0,90,1
13451,Technology,region_22,Below Secondary,f,sourcing,1,22,4,2,1,0,81,0
39871,Technology,region_31,Bachelor's,m,sourcing,1,28,1,3,0,0,77,0
34292,Finance,region_2,Bachelor's,f,sourcing,1,43,5,5,0,0,94,1
54585,Technology,region_2,Bachelor's,f,sourcing,1,33,5,8,0,0,82,1
1296,Procurement,region_7,Master's & above,m,other,1,45,5,13,1,0,68,1
75964,Analytics,region_22,Master's & above,m,sourcing,1,27,5,3,0,0,85,0
25504,Operations,region_7,Bachelor's,m,other,1,36,5,9,0,0,69,1
23641,Legal,region_22,Bachelor's,f,other,1,31,5,4,1,0,57,1
69717,Operations,region_31,Bachelor's,m,other,1,33,3,4,0,0,58,0
11350,Operations,region_2,Master's & above,f,other,1,54,5,9,1,0,61,1
44550,Sales & Marketing,region_1,Bachelor's,f,sourcing,3,29,1,3,1,0,92,1
43261,Sales & Marketing,region_4,Bachelor's,m,other,1,34,3,7,0,0,48,0
56888,Operations,region_17,Bachelor's,m,other,1,30,5,2,0,0,55,0
29742,Procurement,region_2,Master's & above,f,other,1,34,2,7,0,0,79,1
53196,Procurement,region_7,Master's & above,f,other,1,42,4,3,1,0,70,1
77181,Procurement,region_17,Master's & above,m,sourcing,1,43,5,5,1,1,92,1
34339,Finance,region_22,Bachelor's,f,other,1,25,5,2,1,1,90,1
41877,Technology,region_2,Master's & above,f,sourcing,1,45,2,20,0,0,77,0
37216,Technology,region_15,Bachelor's,m,other,1,31,4,2,1,1,77,1
10283,Sales & Marketing,region_6,Bachelor's,m,other,1,29,4,2,1,0,50,1
73466,Operations,region_15,Bachelor's,f,other,1,33,5,7,1,0,56,1
57651,Technology,region_22,Master's & above,m,sourcing,1,52,5,4,1,0,80,0
75816,HR,region_2,Master's & above,m,other,1,47,1,20,0,0,47,0
42108,Analytics,region_22,Master's & above,m,sourcing,2,32,3,3,1,0,89,1
30906,Operations,region_23,Master's & above,f,sourcing,2,37,3,7,1,0,63,1
1820,Technology,region_2,Bachelor's,m,sourcing,1,29,3,2,1,0,80,1
23516,Procurement,region_13,Bachelor's,f,sourcing,1,26,5,4,0,0,81,1
28607,Sales & Marketing,region_15,Bachelor's,m,other,1,28,4,2,0,0,47,0
51227,Sales & Marketing,region_19,Bachelor's,m,other,2,33,4,8,1,0,50,1
12329,Finance,region_15,Bachelor's,m,other,1,25,3,4,0,0,60,0
45368,Sales & Marketing,region_2,Master's & above,m,sourcing,1,42,1,5,0,0,47,0
57833,Operations,region_15,Bachelor's,f,sourcing,1,35,5,6,1,0,61,1
43215,HR,region_2,Bachelor's,f,other,1,50,3,20,0,0,47,0
3514,Technology,region_2,Bachelor's,m,other,1,32,4,7,0,0,82,0
15022,Sales & Marketing,region_7,Master's & above,m,other,1,45,3,16,1,0,53,1
20154,Operations,region_2,Bachelor's,m,sourcing,1,41,4,6,1,0,62,0
19773,Finance,region_9,Master's & above,m,sourcing,3,32,5,6,1,0,61,0
42853,Operations,region_22,Master's & above,m,other,2,37,5,7,1,0,61,1
60838,Sales & Marketing,region_17,Bachelor's,m,other,2,26,5,2,0,0,65,1
26877,Analytics,region_15,Bachelor's,m,sourcing,1,27,1,3,0,0,85,0
26259,Operations,region_27,Bachelor's,f,other,1,30,5,5,1,0,96,1
6502,Operations,region_13,Master's & above,f,other,2,35,5,8,1,0,89,1
24771,Operations,region_22,Bachelor's,m,referred,1,25,4,4,0,0,65,0
75051,Operations,region_5,Bachelor's,m,sourcing,1,29,5,3,1,0,58,1
52952,Analytics,region_22,Bachelor's,m,referred,1,32,3,3,1,1,78,1
67347,Procurement,region_7,Master's & above,m,other,1,42,3,9,0,0,83,1
43495,Procurement,region_28,Bachelor's,f,other,1,27,3,2,0,0,70,0
73364,Technology,region_15,Bachelor's,m,sourcing,1,29,4,8,1,0,86,1
48920,Operations,region_7,Master's & above,m,sourcing,1,55,5,15,0,0,76,1
38676,Sales & Marketing,region_15,Bachelor's,m,other,2,29,5,6,0,0,50,0
37314,Sales & Marketing,region_31,Bachelor's,f,sourcing,1,28,1,3,0,0,53,0
25969,Operations,region_23,Bachelor's,f,other,1,37,5,5,1,0,59,0
66509,Operations,region_4,Bachelor's,f,other,1,36,3,9,1,0,61,1
41010,Operations,region_19,Bachelor's,f,sourcing,1,35,4,9,1,0,62,0
24438,Sales & Marketing,region_25,Master's & above,m,other,1,38,5,9,1,0,48,0
60507,Operations,region_2,Master's & above,m,sourcing,3,44,4,14,1,0,61,1
77413,Procurement,region_26,Master's & above,f,other,1,37,4,4,1,0,78,1
71915,Operations,region_2,Master's & above,f,sourcing,1,44,3,15,0,0,68,0
56810,Technology,region_2,Bachelor's,f,sourcing,1,29,3,4,1,0,76,0
73907,Sales & Marketing,region_4,Master's & above,m,sourcing,1,31,3,2,0,0,63,1
34679,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,38,2,4,0,0,50,0
10095,Finance,region_2,Bachelor's,m,sourcing,2,35,3,3,0,0,56,0
24474,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,34,5,3,1,0,48,0
70353,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,34,4,6,1,0,92,1
71980,Procurement,region_15,Master's & above,m,other,1,43,5,4,1,0,71,0
32728,Operations,region_2,Master's & above,m,other,1,35,3,10,0,0,55,0
22418,Operations,region_7,Bachelor's,f,other,2,35,4,6,0,0,61,0
20135,Procurement,region_26,Bachelor's,m,sourcing,2,32,3,6,1,0,70,1
56170,Finance,region_9,Bachelor's,m,sourcing,1,33,3,3,0,0,62,0
38993,HR,region_24,Master's & above,m,sourcing,1,33,4,7,0,0,59,0
78227,Operations,region_6,Bachelor's,f,other,1,35,4,8,0,0,56,0
40713,Operations,region_16,Master's & above,m,other,1,39,3,5,0,0,66,1
51323,Operations,region_22,Bachelor's,m,sourcing,1,28,5,4,1,0,57,1
26389,Operations,region_2,Master's & above,f,other,1,59,5,8,0,0,70,1
15212,Sales & Marketing,region_30,Master's & above,m,other,1,48,3,5,0,0,48,0
54554,Finance,region_32,Bachelor's,m,other,3,28,2,2,0,0,55,0
26989,Sales & Marketing,region_2,Master's & above,m,sourcing,1,44,3,7,1,0,53,0
51158,Technology,region_5,Master's & above,m,sourcing,1,44,3,16,0,0,77,0
69050,Sales & Marketing,region_2,Master's & above,m,other,1,41,5,3,1,0,54,0
59559,Sales & Marketing,region_2,Bachelor's,m,other,4,32,3,5,0,0,49,0
13934,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,32,3,5,1,0,51,0
66971,Analytics,region_13,Master's & above,m,other,1,44,5,7,0,0,81,1
47640,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,40,3,13,1,0,98,1
59991,Sales & Marketing,region_28,Bachelor's,m,other,1,32,5,2,1,0,51,1
69076,Finance,region_22,Bachelor's,m,other,1,29,5,2,1,0,58,1
68049,Analytics,region_22,Master's & above,m,sourcing,1,28,4,1,1,0,87,0
64513,Analytics,region_22,Bachelor's,m,other,2,28,5,6,1,0,87,1
50668,Sales & Marketing,region_22,Bachelor's,m,other,2,33,3,8,0,0,49,0
48737,Operations,region_4,Bachelor's,m,other,2,29,5,5,1,0,63,1
37743,Sales & Marketing,region_7,Bachelor's,m,other,1,26,3,2,0,0,59,1
41047,Technology,region_31,Master's & above,f,sourcing,2,31,5,3,1,0,80,1
22034,Operations,region_2,Bachelor's,m,other,2,36,4,7,1,0,58,1
29896,Technology,region_26,Bachelor's,f,sourcing,1,44,3,14,1,0,79,0
56462,Sales & Marketing,region_22,Bachelor's,m,other,1,30,3,5,0,0,64,1
68823,Sales & Marketing,region_26,Bachelor's,m,other,1,34,1,4,0,0,51,0
37255,Finance,region_22,Bachelor's,m,other,1,28,4,3,1,0,59,0
42967,Operations,region_29,Bachelor's,m,other,1,43,1,13,1,0,59,1
27724,Sales & Marketing,region_22,Bachelor's,m,other,2,29,4,2,1,0,45,0
77579,Operations,region_15,Master's & above,m,other,1,52,3,9,0,0,61,0
8678,Operations,region_32,Bachelor's,m,sourcing,1,34,4,5,1,0,58,0
24790,Operations,region_2,Master's & above,f,sourcing,1,40,5,5,0,0,55,0
27775,Technology,region_7,Bachelor's,m,other,1,52,5,4,0,1,89,1
28986,Technology,region_2,Master's & above,m,sourcing,1,45,4,7,1,1,98,1
46316,Operations,region_2,Bachelor's,f,other,1,40,5,5,0,0,83,1
66467,Operations,region_15,Master's & above,m,other,1,43,4,4,0,0,73,1
8212,HR,region_12,Bachelor's,m,sourcing,1,31,3,3,1,0,52,0
75541,Technology,region_24,Bachelor's,m,sourcing,1,34,1,2,0,0,78,0
34856,Technology,region_2,Master's & above,m,other,2,35,3,3,1,0,77,1
26536,Operations,region_22,Master's & above,f,referred,2,38,5,8,0,0,72,1
52361,Analytics,region_2,Master's & above,m,other,3,45,5,12,0,0,79,0
47010,Operations,region_4,Master's & above,m,other,1,47,5,15,0,0,65,0
55679,Operations,region_4,Master's & above,m,sourcing,1,41,4,15,0,0,71,1
19746,Procurement,region_27,Bachelor's,f,other,1,31,3,4,0,0,75,0
13014,Operations,region_22,Bachelor's,m,other,1,41,1,3,0,0,58,0
66676,Technology,region_33,Bachelor's,m,other,2,32,3,7,0,0,83,0
57806,Operations,region_2,Master's & above,f,sourcing,1,37,5,10,1,0,56,1
39391,Sales & Marketing,region_7,Bachelor's,m,other,1,54,3,15,0,0,51,0
15700,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,40,4,7,1,0,50,1
66152,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,31,5,2,1,0,47,0
65872,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,36,3,3,1,0,51,1
55921,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,30,5,5,1,0,49,1
68745,Analytics,region_22,Bachelor's,f,other,1,28,3,6,1,0,83,1
2557,Operations,region_11,Master's & above,m,sourcing,1,35,3,3,0,0,58,0
22620,Sales & Marketing,region_11,Bachelor's,m,other,1,33,3,4,0,0,52,0
14557,Technology,region_15,Bachelor's,f,other,2,40,3,14,0,0,81,0
19207,Operations,region_2,Bachelor's,m,sourcing,1,31,1,4,1,0,58,0
31282,Operations,region_24,Bachelor's,m,other,1,33,4,6,0,0,62,0
45149,Sales & Marketing,region_22,Bachelor's,f,sourcing,1,26,3,2,1,0,47,1
4692,Technology,region_2,Bachelor's,f,referred,1,44,4,10,0,0,78,0
51914,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,33,3,9,0,0,46,0
13943,Operations,region_22,Bachelor's,m,other,1,39,4,8,0,0,58,0
57112,Procurement,region_5,Bachelor's,f,other,1,29,3,6,0,0,72,0
54280,Finance,region_28,Master's & above,m,sourcing,4,33,3,6,0,0,73,1
22321,Sales & Marketing,region_4,Bachelor's,m,sourcing,3,47,2,13,0,0,50,0
14398,Sales & Marketing,region_7,Bachelor's,f,other,1,30,3,2,0,0,59,1
34420,Analytics,region_22,Bachelor's,m,referred,1,27,3,3,1,0,82,1
15539,Technology,region_2,Master's & above,m,other,1,49,5,18,1,0,75,1
33986,Sales & Marketing,region_2,Master's & above,f,other,1,35,5,4,0,0,59,1
3268,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,33,4,6,0,0,61,1
5346,Operations,region_22,Bachelor's,f,sourcing,1,31,4,5,0,0,60,0
43458,Sales & Marketing,region_4,Master's & above,m,other,1,33,5,2,1,0,50,1
34300,Procurement,region_2,Bachelor's,f,other,1,51,5,7,1,1,91,1
44972,Technology,region_2,Master's & above,m,other,1,44,5,6,1,0,77,1
53726,Analytics,region_22,Bachelor's,f,sourcing,1,30,4,5,1,0,83,1
52634,Sales & Marketing,region_5,Bachelor's,m,other,1,48,4,19,0,0,99,1
6423,Operations,region_27,Master's & above,f,other,1,41,3,5,1,0,60,0
47882,Sales & Marketing,region_2,Master's & above,m,referred,1,38,5,2,1,0,50,1
9462,Sales & Marketing,region_15,Bachelor's,m,other,1,38,2,6,0,0,50,0
20931,Analytics,region_14,Bachelor's,m,sourcing,1,30,5,4,1,1,83,1
59978,Procurement,region_16,Master's & above,m,other,1,33,3,6,1,0,70,0
30577,HR,region_2,Bachelor's,f,other,1,55,4,7,0,0,51,0
47017,R&D,region_22,Master's & above,m,referred,1,27,4,3,0,0,87,0
28387,Finance,region_2,Master's & above,m,other,1,40,3,6,0,0,61,0
57318,Sales & Marketing,region_25,Master's & above,f,other,1,34,5,3,1,0,53,1
47265,Procurement,region_2,Master's & above,m,other,1,43,2,7,0,0,70,0
74714,Sales & Marketing,region_2,Bachelor's,m,referred,1,41,5,12,1,0,48,1
65353,Sales & Marketing,region_23,Bachelor's,m,sourcing,1,43,3,11,1,0,51,1
16978,Operations,region_2,Master's & above,m,other,1,43,3,2,1,0,60,1
35646,R&D,region_4,Master's & above,m,sourcing,1,34,3,4,0,1,85,1
56916,Sales & Marketing,region_13,Bachelor's,m,referred,1,30,3,6,0,0,93,1
51088,Sales & Marketing,region_2,Master's & above,f,other,1,39,4,9,1,0,46,0
24877,Sales & Marketing,region_11,Bachelor's,m,other,1,45,3,4,0,0,48,0
67904,R&D,region_11,Bachelor's,m,other,1,35,2,3,1,0,84,0
54986,Sales & Marketing,region_2,Bachelor's,m,other,1,35,4,5,0,0,52,0
25713,Operations,region_28,Bachelor's,m,other,1,28,5,2,0,0,69,1
20714,Sales & Marketing,region_2,Master's & above,m,sourcing,1,48,3,6,1,0,51,1
70589,Finance,region_4,Master's & above,m,other,1,38,3,5,1,0,63,1
62295,Operations,region_29,Bachelor's,f,sourcing,2,33,5,7,1,0,60,0
2533,Technology,region_4,Master's & above,m,sourcing,2,36,4,7,1,0,80,1
43142,Operations,region_4,Bachelor's,f,sourcing,1,40,5,10,0,0,71,1
19564,HR,region_7,Bachelor's,m,other,1,36,5,8,1,0,51,0
69452,Procurement,region_2,Bachelor's,m,sourcing,1,48,3,19,1,0,75,1
12075,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,48,4,6,1,0,51,0
33516,Sales & Marketing,region_2,Bachelor's,f,other,2,37,4,9,1,0,51,1
54139,Operations,region_7,Bachelor's,m,other,1,35,5,9,1,0,59,0
42977,Technology,region_2,Bachelor's,f,other,2,47,3,4,0,0,81,0
48478,Technology,region_28,Master's & above,m,other,1,38,5,6,0,0,90,1
72555,Technology,region_22,Bachelor's,f,other,1,38,4,5,1,0,78,1
66038,Operations,region_22,Master's & above,f,other,1,43,3,4,1,0,58,1
31131,HR,region_13,Bachelor's,m,other,1,25,3,2,0,0,55,0
9031,Sales & Marketing,region_16,Bachelor's,m,other,1,40,4,8,0,0,49,0
75846,Analytics,region_2,Bachelor's,f,other,1,26,4,2,1,0,85,0
40131,Analytics,region_22,Bachelor's,m,sourcing,1,26,3,2,1,0,84,0
